Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"1-12","Minitalia","",1977,"Small basic set",,91,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,143.4700,,"",""
"2-11","Minitalia","",1977,"Medium basic set",,128,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,107.1900,,"",""
"085-1","PreSchool","",1977,"Racer",1,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"087-1","PreSchool","",1977,"Taxi",1,5,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,1.0000,"",""
"88-1","PreSchool","",1977,"Camping",,9,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"089-1","PreSchool","",1977,"Mary's House",3,17,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,5.2000,"",""
"110-1","Universal Building Set","",1977,"Building Set, 3+",,131,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,80.0000,19.9900,"",""
"111-1","Universal Building Set","",1977,"Building Set, 3+",,173,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,50.0000,"",""
"112-1","Universal Building Set","",1977,"Building Set, 3+",,200,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,99.9000,58.9800,"",""
"113-1","Universal Building Set","",1977,"Universal Building Set, 3+",,258,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"114-1","Universal Building Set","",1977,"Building Set, 3+",,390,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,163.9000,130.5000,"",""
"162-1","Trains","4.5/12V",1977,"Locomotive",,210,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,411.7400,60.7400,"",""
"163-1","Trains","4.5/12V",1977,"Cargo Wagon",2,128,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,28.3500,"",""
"192-1","Building Set with People","",1977,"Policemen",,86,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,30.0000,23.0000,"",""
"198-1","Building Set with People","",1977,"Cowboys",,41,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,15.0000,"",""
"199-1","Building Set with People","",1977,"Scooter",,45,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,149.9900,15.0000,"",""
"213-1","Building Set with People","",1977,"Airplane ride",,48,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,45.6300,10.9500,"",""
"214-1","Building Set with People","",1977,"Road repair crew",,68,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,53.1300,10.9400,"",""
"215-1","Building Set with People","",1977,"Red Indians",,93,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,147.3600,63.6800,"",""
"217-1","Building Set with People","",1977,"Service Station",,228,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,26.5600,"",""
"218-1","Building Set with People","",1977,"Firemen",,274,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,172.7600,75.5700,"",""
"225-2","Books","LEGO",1977,"Building Ideas Book No. 2",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"245-2","Basic","",1977,"Two Santas",,37,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,113.4600,3.3700,"",""
"246-2","Basic","Seasonal",1977,"Santa and Sleigh",,1,,1.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,143.2500,17.3800,"",""
"276-1","Homemaker","",1977,"Nurse and Child",,90,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,51.6100,5.3000,"",""
"277-1","Homemaker","",1977,"Fireplace",,82,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,51.0800,12.9100,"",""
"296-1","Homemaker","",1977,"Ladies' Hairdressers",,160,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,67.5300,30.0800,"",""
"371-3","LEGOLAND","Town",1977,"Sea Plane",2,47,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,13.6100,"",""
"372-1","LEGOLAND","",1977,"Texas Rangers",,249,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,200.0000,61.1000,"",""
"373-1","LEGOLAND","Boats",1977,"Offshore Rig with Fuel Tanker",3,460,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,86.0400,"",""
"400-1","Universal Building Set","",1977,"Building Set, 6+",3,294,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,99.9900,"",""
"402-1","Universal Building Set","",1977,"Building Set, 6+",4,401,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,65.0000,"",""
"404-1","Universal Building Set","",1977,"Building Set, 6+",3,467,,40,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,125.0000,"",""
"456-1","LEGOLAND","",1977,"Spirit of St. Louis",,49,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,98.0000,6.3500,"",""
"491-1","LEGOLAND","Town",1977,"Formula 1 Racer",,67,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,40.0000,"",""
"492-1","LEGOLAND","",1977,"Truck with Payloader",2,45,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,26.6800,"",""
"522-1","Duplo","",1977,"Police Station",4,23,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"523-1","Duplo","",1977,"Train and Station",5,46,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,225.9900,29.5700,"",""
"524-1","Duplo","",1977,"DUPLO Town",7,54,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,82.1900,"",""
"533-2","Duplo","",1977,"Racer",1,4,,1.1,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,1.0000,"",""
"535-2","Duplo","",1977,"Taxi",1,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,8.4600,"",""
"536-1","Duplo","",1977,"Camping",2,10,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"537-2","Duplo","",1977,"Mary's House",3,16,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,44.6100,"",""
"618-1","LEGOLAND","",1977,"Police Helicopter",,39,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,90.0000,10.8100,"",""
"619-1","LEGOLAND","Vehicle",1977,"Rally Car",1,18,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,125.0000,11.7800,"",""
"663-1","LEGOLAND","Vehicle",1977,"Hovercraft",,60,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,91.1400,8.4100,"",""
"664-1","LEGOLAND","",1977,"TV Crew",3,46,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,127.7800,16.5200,"",""
"698-1","LEGOLAND","",1977,"Boeing Aeroplane",,46,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,143.4700,18.7100,"",""
