Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"0011-3","Castle","Bonus/Value Pack",1987,"2 For 1 Bonus Offer",,151,,1.5,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"250-1","Books","LEGO",1987,"Building Ideas Book",,1,,3,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"303-1","Basic","",1987,"Basic Building Set, 3+",,33,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"307-1","Basic","",1987,"Basic Building Set, 3+",,33,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,25.0000,,"",""
"317-2","Basic","",1987,"Basic Building Set",,68,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,19.9900,,"",""
"327-1","Basic","",1987,"Basic Building Set",1,99,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"337-1","Basic","",1987,"Basic Building Set",2,212,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"347-2","Basic","",1987,"Basic Building Set",2,328,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"356-2","Basic","",1987,"Basic Building Set with Storage Case",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"357-2","Basic","",1987,"Basic Building Set",,451,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"503-1","Basic","",1987,"Basic Building Set, 5+",,35,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,11.6500,,"",""
"507-1","Basic","",1987,"Basic Building Set, 5+",,56,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"517-2","Basic","",1987,"Basic Building Set 5+",,115,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"527-1","Basic","",1987,"Basic Building Set",1,192,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,4.0000,"",""
"537-1","Basic","",1987,"Basic Building Set, 5+",2,259,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,25.0000,30.1900,"",""
"547-1","Basic","",1987,"Basic Building Set, 5+",2,563,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"557-1","Basic","",1987,"Basic Building Set, 5+",2,711,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,50.0000,"",""
"610-2","Town","Special",1987,"Rescue Helicopter",,39,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,65.0000,"",""
"789-1","Basic","Supplementaries",1987,"Storage Cloth",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"952-2","Dacta","",1987,"TC logo - Activity Book Box Set",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1078-1","Dacta","",1987,"Animal Mosaic Puzzle",,80,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1079-1","Dacta","",1987,"Animal Mosaic Puzzle",,80,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.0000,,"",""
"1346-1","Service Packs","Technic",1987,"Touch Sensors, 4.5V",,2,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,20.0900,,"",""
"1460-1","Dacta","",1987,"Pre-school activities with LEGO bricks",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1467-1","Town","Special",1987,"Race Car",1,46,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,64.3100,13.6800,"",""
